适应度, 迭代次数, 距离之和
110020.64372363393, 2270, 1748396
109990.69424499631, 2269, 1750530
112694.25720568025, 2268, 1746871
107553.15859580775, 2267, 1749388
110083.68342868445, 2266, 1752041
112694.25720568025, 2265, 1751666
112694.25720568025, 2264, 1748870
117388.47266782775, 2263, 1746756
113744.44512950687, 2262, 1748449
112415.68701019847, 2261, 1746308
115145.01991541585, 2260, 1747446
115679.73202770828, 2259, 1745939
114973.17463852621, 2258, 1747978
112447.09118386138, 2257, 1746805
111880.2563017682, 2256, 1749854
113377.40116370625, 2255, 1743868
115444.98585805223, 2254, 1745898
114776.68378584116, 2253, 1749075
115471.63538986738, 2252, 1743355
109951.08799901236, 2251, 1739858
115471.63538986738, 2250, 1742935
115471.63538986738, 2249, 1740948
115335.18020066412, 2248, 1743017
116208.47386613453, 2247, 1740517
112100.41674937784, 2246, 1740960
112100.41674937784, 2245, 1735851
104876.14405585239, 2244, 1742264
104876.14405585239, 2243, 1742321
115900.22156105842, 2242, 1750891
118584.08545684452, 2241, 1751430
118584.08545684452, 2240, 1751079
118584.08545684452, 2239, 1750696
118584.08545684452, 2238, 1751472
113308.23785793978, 2237, 1752400
117231.23142932945, 2236, 1753681
117231.23142932945, 2235, 1753798
117231.23142932945, 2234, 1754474
117231.23142932945, 2233, 1754076
115713.73321088923, 2232, 1751157
115713.73321088923, 2231, 1753524
111059.76553900095, 2230, 1748082
111059.76553900095, 2229, 1748669
108411.16124937245, 2228, 1746543
111059.76553900095, 2227, 1744930
111059.76553900095, 2226, 1739412
112462.34405811747, 2225, 1738433
112462.34405811747, 2224, 1740249
112462.34405811747, 2223, 1745631
112462.34405811747, 2222, 1744689
110534.81647734577, 2221, 1742794
110374.5833686158, 2220, 1743918
110374.5833686158, 2219, 1736947
110274.61427380914, 2218, 1731517
110374.5833686158, 2217, 1737267
110374.5833686158, 2216, 1734803
110374.5833686158, 2215, 1732456
108562.76185377556, 2214, 1739977
110374.5833686158, 2213, 1739492
110067.06300817708, 2212, 1733207
107638.99117450454, 2211, 1737839
107638.99117450454, 2210, 1743258
115543.19867973239, 2209, 1742199
115543.19867973239, 2208, 1742397
115543.19867973239, 2207, 1746485
117104.22155286484, 2206, 1749282
117104.22155286484, 2205, 1754380
116666.30601716312, 2204, 1754938
116422.08074280029, 2203, 1750736
117104.22155286484, 2202, 1750428
117104.22155286484, 2201, 1749260
119073.98668618905, 2200, 1749579
116805.85794869254, 2199, 1752136
116805.85794869254, 2198, 1748237
116805.85794869254, 2197, 1744819
114813.61121150068, 2196, 1746928
116339.34593486672, 2195, 1747799
113330.55800064234, 2194, 1752845
116339.34593486672, 2193, 1748616
114123.79627394158, 2192, 1751297
113076.51203670727, 2191, 1752065
114123.79627394158, 2190, 1751449
112891.89847119777, 2189, 1752024
111963.21512222172, 2188, 1753767
111963.21512222172, 2187, 1751085
111963.21512222172, 2186, 1750592
110944.6553450231, 2185, 1749156
